Hostname,SistemaOperacional,EspacoLivreAntesGB,EspacoLivreDepoisGB,EspacoRecuperadoGB,Data
SRV-0252,Windows Server 2019,41.47,44.59,3.12,2025-03-30
SRV-0253,Windows Server 2016,31.48,35.04,3.56,2025-03-30
SRV-0254,Windows Server 2016,18.54,22.24,3.7,2025-03-30
SRV-0255,Windows Server 2016,21.06,21.4,0.34,2025-03-30
SRV-0256,Windows Server 2022,13.45,15.82,2.37,2025-03-30
SRV-0257,Windows Server 2019,24.78,26.3,1.52,2025-03-30
SRV-0258,Windows Server 2022,33.35,37.53,4.18,2025-03-30
SRV-0259,Windows Server 2019,8.16,11.42,3.26,2025-03-30
SRV-0260,Windows Server 2019,15.75,17.91,2.16,2025-03-30
SRV-0261,Windows Server 2022,43.74,47.3,3.56,2025-03-30
SRV-0262,Windows Server 2022,16.14,17.38,1.24,2025-03-30
SRV-0263,Windows Server 2016,30.81,32.94,2.13,2025-03-30
SRV-0264,Windows Server 2022,19.08,23.14,4.06,2025-03-30
SRV-0265,Windows Server 2019,18.23,19.34,1.11,2025-03-30
SRV-0266,Windows Server 2022,43.79,47.08,3.29,2025-03-30
SRV-0267,Windows Server 2019,27.05,29.2,2.15,2025-03-30
SRV-0268,Windows Server 2019,49.99,53.87,3.88,2025-03-30
SRV-0269,Windows Server 2019,14.64,19.44,4.8,2025-03-30
SRV-0270,Windows Server 2022,21.91,25.55,3.64,2025-03-30
SRV-0271,Windows Server 2016,13.42,17.03,3.61,2025-03-30
SRV-0272,Windows Server 2019,13.11,13.72,0.61,2025-03-30
SRV-0273,Windows Server 2019,5.38,7.97,2.59,2025-03-30
SRV-0274,Windows Server 2022,45.71,46.4,0.69,2025-03-30
SRV-0275,Windows Server 2022,48.44,49.1,0.66,2025-03-30
SRV-0276,Windows Server 2019,42.82,47.18,4.36,2025-03-30
SRV-0277,Windows Server 2019,40.52,44.18,3.66,2025-03-30
SRV-0278,Windows Server 2019,19.21,21.28,2.07,2025-03-30
SRV-0279,Windows Server 2019,15.07,19.78,4.71,2025-03-30
SRV-0280,Windows Server 2019,13.54,16.25,2.71,2025-03-30
SRV-0281,Windows Server 2019,14.76,17.31,2.55,2025-03-30
SRV-0282,Windows Server 2019,20.81,24.44,3.63,2025-03-30
SRV-0283,Windows Server 2022,36.93,37.84,0.91,2025-03-30
SRV-0284,Windows Server 2022,38.19,38.57,0.38,2025-03-30
SRV-0285,Windows Server 2016,16.81,17.92,1.11,2025-03-30
SRV-0286,Windows Server 2019,30.64,32.15,1.51,2025-03-30
SRV-0287,Windows Server 2019,25.16,28.53,3.37,2025-03-30
SRV-0288,Windows Server 2019,15.77,17.68,1.91,2025-03-30
SRV-0289,Windows Server 2016,24.06,26.35,2.29,2025-03-30
SRV-0290,Windows Server 2016,15.89,18.3,2.41,2025-03-30
SRV-0291,Windows Server 2022,11.18,13.12,1.94,2025-03-30
SRV-0292,Windows Server 2019,11.07,11.81,0.74,2025-03-30
SRV-0293,Windows Server 2019,11.68,13.87,2.19,2025-03-30
SRV-0294,Windows Server 2019,35.78,40.42,4.64,2025-03-30
SRV-0295,Windows Server 2022,26.45,28.2,1.75,2025-03-30
SRV-0296,Windows Server 2016,20.44,25.08,4.64,2025-03-30
SRV-0297,Windows Server 2016,17.51,20.43,2.92,2025-03-30
SRV-0298,Windows Server 2022,30.81,35.59,4.78,2025-03-30
SRV-0299,Windows Server 2019,34.61,38.04,3.43,2025-03-30
SRV-0300,Windows Server 2019,42.61,42.78,0.17,2025-03-30
SRV-0301,Windows Server 2019,49.89,51.56,1.67,2025-03-30
SRV-0302,Windows Server 2022,18.45,19.48,1.03,2025-03-30
SRV-0303,Windows Server 2022,45.6,48.44,2.84,2025-03-30
SRV-0304,Windows Server 2022,47.53,51.96,4.43,2025-03-30
SRV-0305,Windows Server 2022,29.36,34.24,4.88,2025-03-30
SRV-0306,Windows Server 2019,36.2,36.65,0.45,2025-03-30
SRV-0307,Windows Server 2019,8.45,11.57,3.12,2025-03-30
SRV-0308,Windows Server 2022,21.78,26.6,4.82,2025-03-30
SRV-0309,Windows Server 2019,14.55,16.38,1.83,2025-03-30
SRV-0310,Windows Server 2022,14.22,18.64,4.42,2025-03-30
SRV-0311,Windows Server 2019,13.63,17.09,3.46,2025-03-30
SRV-0312,Windows Server 2016,43.1,46.07,2.97,2025-03-30
SRV-0313,Windows Server 2016,31.44,33.92,2.48,2025-03-30
SRV-0314,Windows Server 2016,6.57,11.14,4.57,2025-03-30
SRV-0315,Windows Server 2022,27.45,28.89,1.44,2025-03-30
SRV-0316,Windows Server 2019,33.3,36.65,3.35,2025-03-30
SRV-0317,Windows Server 2022,16.45,17.36,0.91,2025-03-30
SRV-0318,Windows Server 2022,32.0,34.84,2.84,2025-03-30
SRV-0319,Windows Server 2019,41.1,41.91,0.81,2025-03-30
SRV-0320,Windows Server 2016,15.13,16.09,0.96,2025-03-30
SRV-0321,Windows Server 2022,27.42,28.51,1.09,2025-03-30
SRV-0322,Windows Server 2019,33.52,37.96,4.44,2025-03-30
SRV-0323,Windows Server 2022,8.33,12.64,4.31,2025-03-30
SRV-0324,Windows Server 2019,23.22,24.84,1.62,2025-03-30
SRV-0325,Windows Server 2016,16.7,20.62,3.92,2025-03-30
SRV-0326,Windows Server 2019,31.56,32.72,1.16,2025-03-30
SRV-0327,Windows Server 2022,40.52,43.56,3.04,2025-03-30
SRV-0328,Windows Server 2019,25.02,27.9,2.88,2025-03-30
SRV-0329,Windows Server 2022,42.34,45.0,2.66,2025-03-30
SRV-0330,Windows Server 2019,37.36,40.32,2.96,2025-03-30
SRV-0331,Windows Server 2019,37.56,42.06,4.5,2025-03-30
SRV-0332,Windows Server 2022,22.46,25.36,2.9,2025-03-30
SRV-0333,Windows Server 2019,35.46,39.19,3.73,2025-03-30
SRV-0334,Windows Server 2019,41.45,44.95,3.5,2025-03-30
SRV-0335,Windows Server 2019,8.14,9.98,1.84,2025-03-30
SRV-0336,Windows Server 2016,40.01,40.18,0.17,2025-03-30
SRV-0337,Windows Server 2016,45.62,46.76,1.14,2025-03-30
SRV-0338,Windows Server 2019,24.54,26.24,1.7,2025-03-30
SRV-0339,Windows Server 2019,28.81,31.44,2.63,2025-03-30
SRV-0340,Windows Server 2022,42.63,43.04,0.41,2025-03-30
SRV-0341,Windows Server 2019,48.97,51.29,2.32,2025-03-30
SRV-0342,Windows Server 2019,32.92,35.87,2.95,2025-03-30
SRV-0343,Windows Server 2016,44.79,45.36,0.57,2025-03-30
SRV-0344,Windows Server 2019,47.75,50.01,2.26,2025-03-30
SRV-0345,Windows Server 2019,33.56,37.32,3.76,2025-03-30
SRV-0346,Windows Server 2019,8.16,12.01,3.85,2025-03-30
SRV-0347,Windows Server 2022,30.94,35.56,4.62,2025-03-30
SRV-0348,Windows Server 2016,23.2,24.04,0.84,2025-03-30
SRV-0349,Windows Server 2019,20.63,21.39,0.76,2025-03-30
SRV-0350,Windows Server 2019,46.99,49.98,2.99,2025-03-30
SRV-0351,Windows Server 2019,26.32,29.6,3.28,2025-03-30
SRV-0352,Windows Server 2016,38.85,43.11,4.26,2025-03-30
SRV-0353,Windows Server 2022,21.23,23.12,1.89,2025-03-30
SRV-0354,Windows Server 2019,45.48,48.52,3.04,2025-03-30
SRV-0355,Windows Server 2022,34.38,38.11,3.73,2025-03-30
SRV-0356,Windows Server 2016,36.8,38.22,1.42,2025-03-30
SRV-0357,Windows Server 2019,11.2,15.56,4.36,2025-03-30
SRV-0358,Windows Server 2022,14.52,17.29,2.77,2025-03-30
SRV-0359,Windows Server 2022,17.4,20.09,2.69,2025-03-30
SRV-0360,Windows Server 2022,48.94,51.11,2.17,2025-03-30
SRV-0361,Windows Server 2022,15.75,16.64,0.89,2025-03-30
SRV-0362,Windows Server 2019,20.78,24.65,3.87,2025-03-30
SRV-0363,Windows Server 2016,21.27,24.71,3.44,2025-03-30
SRV-0364,Windows Server 2019,20.96,25.61,4.65,2025-03-30
SRV-0365,Windows Server 2022,9.77,12.01,2.24,2025-03-30
SRV-0366,Windows Server 2022,21.97,24.31,2.34,2025-03-30
SRV-0367,Windows Server 2022,14.79,18.05,3.26,2025-03-30
SRV-0368,Windows Server 2016,17.66,21.29,3.63,2025-03-30
SRV-0369,Windows Server 2016,18.35,19.01,0.66,2025-03-30
SRV-0370,Windows Server 2022,6.71,9.95,3.24,2025-03-30
SRV-0371,Windows Server 2019,40.99,44.16,3.17,2025-03-30
SRV-0372,Windows Server 2019,6.86,8.14,1.28,2025-03-30
SRV-0373,Windows Server 2019,27.83,30.24,2.41,2025-03-30
SRV-0374,Windows Server 2019,41.08,43.03,1.95,2025-03-30
SRV-0375,Windows Server 2022,35.39,39.09,3.7,2025-03-30
SRV-0376,Windows Server 2016,19.27,19.67,0.4,2025-03-30
SRV-0377,Windows Server 2022,31.32,35.11,3.79,2025-03-30
SRV-0378,Windows Server 2016,12.51,14.14,1.63,2025-03-30
SRV-0379,Windows Server 2019,22.26,22.85,0.59,2025-03-30
SRV-0380,Windows Server 2019,8.38,13.13,4.75,2025-03-30
SRV-0381,Windows Server 2019,21.84,25.46,3.62,2025-03-30
SRV-0382,Windows Server 2019,43.57,45.79,2.22,2025-03-30
SRV-0383,Windows Server 2019,22.36,25.17,2.81,2025-03-30
SRV-0384,Windows Server 2022,27.79,29.02,1.23,2025-03-30
SRV-0385,Windows Server 2019,22.01,23.47,1.46,2025-03-30
SRV-0386,Windows Server 2022,29.35,30.87,1.52,2025-03-30
SRV-0387,Windows Server 2019,39.1,43.86,4.76,2025-03-30
SRV-0388,Windows Server 2022,32.08,33.95,1.87,2025-03-30
SRV-0389,Windows Server 2022,42.26,46.28,4.02,2025-03-30
SRV-0390,Windows Server 2019,46.93,50.45,3.52,2025-03-30
SRV-0391,Windows Server 2019,5.24,5.64,0.4,2025-03-30
SRV-0392,Windows Server 2019,13.61,15.08,1.47,2025-03-30
SRV-0393,Windows Server 2016,11.61,14.34,2.73,2025-03-30
SRV-0394,Windows Server 2016,33.41,35.95,2.54,2025-03-30
SRV-0395,Windows Server 2019,21.04,24.95,3.91,2025-03-30
SRV-0396,Windows Server 2019,43.28,47.02,3.74,2025-03-30
SRV-0397,Windows Server 2019,48.88,51.96,3.08,2025-03-30
SRV-0398,Windows Server 2019,16.12,17.72,1.6,2025-03-30
SRV-0399,Windows Server 2022,38.54,40.96,2.42,2025-03-30
SRV-0400,Windows Server 2019,12.89,13.32,0.43,2025-03-30
SRV-0401,Windows Server 2019,12.21,13.13,0.92,2025-03-30
SRV-0402,Windows Server 2016,41.01,41.61,0.6,2025-03-30
SRV-0403,Windows Server 2016,15.11,17.23,2.12,2025-03-30
SRV-0404,Windows Server 2022,39.49,43.8,4.31,2025-03-30
SRV-0405,Windows Server 2019,38.12,41.04,2.92,2025-03-30
SRV-0406,Windows Server 2016,14.77,14.92,0.15,2025-03-30
SRV-0407,Windows Server 2022,36.23,40.82,4.59,2025-03-30
SRV-0408,Windows Server 2019,28.22,32.56,4.34,2025-03-30
SRV-0409,Windows Server 2019,34.37,37.24,2.87,2025-03-30
SRV-0410,Windows Server 2019,7.8,12.26,4.46,2025-03-30
SRV-0411,Windows Server 2022,6.06,8.78,2.72,2025-03-30
SRV-0412,Windows Server 2016,43.5,46.17,2.67,2025-03-30
SRV-0413,Windows Server 2019,44.07,44.59,0.52,2025-03-30
SRV-0414,Windows Server 2019,27.27,28.57,1.3,2025-03-30
SRV-0415,Windows Server 2019,32.23,32.92,0.69,2025-03-30
SRV-0416,Windows Server 2022,37.9,41.88,3.98,2025-03-30
SRV-0417,Windows Server 2016,11.31,11.51,0.2,2025-03-30
SRV-0418,Windows Server 2016,43.5,48.43,4.93,2025-03-30
SRV-0419,Windows Server 2019,43.49,45.99,2.5,2025-03-30
SRV-0420,Windows Server 2019,5.4,6.28,0.88,2025-03-30
SRV-0421,Windows Server 2019,9.33,12.77,3.44,2025-03-30
SRV-0422,Windows Server 2016,48.67,52.62,3.95,2025-03-30
SRV-0423,Windows Server 2019,42.04,45.88,3.84,2025-03-30
SRV-0424,Windows Server 2016,32.15,34.78,2.63,2025-03-30
SRV-0425,Windows Server 2019,43.77,45.48,1.71,2025-03-30
SRV-0426,Windows Server 2019,43.51,48.16,4.65,2025-03-30
SRV-0427,Windows Server 2016,15.23,17.41,2.18,2025-03-30
SRV-0428,Windows Server 2022,7.98,11.49,3.51,2025-03-30
SRV-0429,Windows Server 2019,8.56,8.77,0.21,2025-03-30
SRV-0430,Windows Server 2016,9.65,13.15,3.5,2025-03-30
SRV-0431,Windows Server 2019,49.31,52.88,3.57,2025-03-30
SRV-0432,Windows Server 2019,39.55,41.97,2.42,2025-03-30
SRV-0433,Windows Server 2019,16.99,18.95,1.96,2025-03-30
SRV-0434,Windows Server 2019,43.68,45.8,2.12,2025-03-30
SRV-0435,Windows Server 2019,7.28,8.47,1.19,2025-03-30
SRV-0436,Windows Server 2022,6.34,11.24,4.9,2025-03-30
SRV-0437,Windows Server 2022,45.65,49.22,3.57,2025-03-30
SRV-0438,Windows Server 2019,49.82,51.6,1.78,2025-03-30
SRV-0439,Windows Server 2022,28.51,29.96,1.45,2025-03-30
SRV-0440,Windows Server 2019,35.77,36.1,0.33,2025-03-30
SRV-0441,Windows Server 2019,29.51,30.13,0.62,2025-03-30
SRV-0442,Windows Server 2022,38.16,38.26,0.1,2025-03-30
SRV-0443,Windows Server 2019,29.53,33.22,3.69,2025-03-30
SRV-0444,Windows Server 2019,34.22,38.7,4.48,2025-03-30
SRV-0445,Windows Server 2019,19.29,19.6,0.31,2025-03-30
SRV-0446,Windows Server 2016,41.92,42.44,0.52,2025-03-30
SRV-0447,Windows Server 2016,32.31,35.65,3.34,2025-03-30
SRV-0448,Windows Server 2016,49.42,50.48,1.06,2025-03-30
SRV-0449,Windows Server 2016,28.75,31.39,2.64,2025-03-30
SRV-0450,Windows Server 2022,49.05,52.3,3.25,2025-03-30
SRV-0451,Windows Server 2019,33.52,37.88,4.36,2025-03-30
SRV-0452,Windows Server 2016,37.46,37.97,0.51,2025-03-30
SRV-0453,Windows Server 2022,31.72,31.89,0.17,2025-03-30
SRV-0454,Windows Server 2022,42.22,43.18,0.96,2025-03-30
SRV-0455,Windows Server 2019,31.6,32.69,1.09,2025-03-30
SRV-0456,Windows Server 2016,43.3,46.51,3.21,2025-03-30
SRV-0457,Windows Server 2016,41.79,45.5,3.71,2025-03-30
SRV-0458,Windows Server 2019,46.59,49.15,2.56,2025-03-30
SRV-0459,Windows Server 2019,38.16,40.11,1.95,2025-03-30
SRV-0460,Windows Server 2022,36.66,37.3,0.64,2025-03-30
SRV-0461,Windows Server 2019,21.3,22.4,1.1,2025-03-30
SRV-0462,Windows Server 2022,48.83,52.42,3.59,2025-03-30
SRV-0463,Windows Server 2022,46.57,49.02,2.45,2025-03-30
SRV-0464,Windows Server 2016,46.38,50.12,3.74,2025-03-30
SRV-0465,Windows Server 2019,13.71,14.45,0.74,2025-03-30
SRV-0466,Windows Server 2019,38.37,38.5,0.13,2025-03-30
SRV-0467,Windows Server 2016,18.16,20.69,2.53,2025-03-30
SRV-0468,Windows Server 2016,5.29,7.66,2.37,2025-03-30
SRV-0469,Windows Server 2022,35.1,37.41,2.31,2025-03-30
SRV-0470,Windows Server 2016,9.2,11.16,1.96,2025-03-30
SRV-0471,Windows Server 2016,24.2,27.49,3.29,2025-03-30
SRV-0472,Windows Server 2016,49.81,53.3,3.49,2025-03-30
SRV-0473,Windows Server 2022,26.06,30.37,4.31,2025-03-30
SRV-0474,Windows Server 2022,19.22,22.85,3.63,2025-03-30
SRV-0475,Windows Server 2022,22.32,26.14,3.82,2025-03-30
SRV-0476,Windows Server 2019,17.47,20.63,3.16,2025-03-30
SRV-0477,Windows Server 2022,7.92,12.14,4.22,2025-03-30
SRV-0478,Windows Server 2019,30.47,33.6,3.13,2025-03-30
SRV-0479,Windows Server 2019,43.47,43.81,0.34,2025-03-30
SRV-0480,Windows Server 2019,35.3,39.43,4.13,2025-03-30
SRV-0481,Windows Server 2019,17.32,17.96,0.64,2025-03-30
SRV-0482,Windows Server 2022,29.46,34.21,4.75,2025-03-30
SRV-0483,Windows Server 2019,46.28,46.61,0.33,2025-03-30
SRV-0484,Windows Server 2016,46.31,46.92,0.61,2025-03-30
SRV-0485,Windows Server 2019,26.72,28.66,1.94,2025-03-30
SRV-0486,Windows Server 2022,14.27,18.67,4.4,2025-03-30
SRV-0487,Windows Server 2016,28.94,30.93,1.99,2025-03-30
SRV-0488,Windows Server 2019,10.87,11.27,0.4,2025-03-30
SRV-0489,Windows Server 2016,19.33,20.72,1.39,2025-03-30
SRV-0490,Windows Server 2019,35.35,38.5,3.15,2025-03-30
SRV-0491,Windows Server 2019,21.73,25.74,4.01,2025-03-30
SRV-0492,Windows Server 2019,12.53,16.24,3.71,2025-03-30
SRV-0493,Windows Server 2019,12.8,17.11,4.31,2025-03-30
SRV-0494,Windows Server 2019,49.26,52.66,3.4,2025-03-30
SRV-0495,Windows Server 2019,16.01,16.47,0.46,2025-03-30
SRV-0496,Windows Server 2022,30.04,33.39,3.35,2025-03-30
SRV-0497,Windows Server 2019,22.32,24.34,2.02,2025-03-30
SRV-0498,Windows Server 2019,40.37,40.84,0.47,2025-03-30
SRV-0499,Windows Server 2019,38.91,41.06,2.15,2025-03-30
SRV-0500,Windows Server 2016,8.4,10.09,1.69,2025-03-30
SRV-0501,Windows Server 2022,35.95,39.86,3.91,2025-03-30
SRV-0502,Windows Server 2022,19.28,23.33,4.05,2025-03-30
SRV-0503,Windows Server 2019,39.98,40.93,0.95,2025-03-30
SRV-0504,Windows Server 2019,21.66,23.68,2.02,2025-03-30
SRV-0505,Windows Server 2019,42.4,44.26,1.86,2025-03-30
SRV-0506,Windows Server 2019,26.38,29.01,2.63,2025-03-30
SRV-0507,Windows Server 2022,30.1,32.87,2.77,2025-03-30
SRV-0508,Windows Server 2019,24.04,28.52,4.48,2025-03-30
SRV-0509,Windows Server 2022,32.91,33.71,0.8,2025-03-30
SRV-0510,Windows Server 2019,21.69,22.69,1.0,2025-03-30
SRV-0511,Windows Server 2019,46.91,48.67,1.76,2025-03-30
SRV-0512,Windows Server 2022,16.71,20.34,3.63,2025-03-30
SRV-0513,Windows Server 2016,15.92,16.98,1.06,2025-03-30
SRV-0514,Windows Server 2022,44.29,48.18,3.89,2025-03-30
SRV-0515,Windows Server 2019,22.56,25.58,3.02,2025-03-30
SRV-0516,Windows Server 2022,5.97,7.42,1.45,2025-03-30
SRV-0517,Windows Server 2016,46.91,47.55,0.64,2025-03-30
SRV-0518,Windows Server 2019,10.97,13.49,2.52,2025-03-30
SRV-0519,Windows Server 2019,44.18,49.1,4.92,2025-03-30
SRV-0520,Windows Server 2016,37.1,39.81,2.71,2025-03-30
SRV-0521,Windows Server 2019,34.8,38.17,3.37,2025-03-30
SRV-0522,Windows Server 2022,22.92,26.96,4.04,2025-03-30
SRV-0523,Windows Server 2019,29.9,33.92,4.02,2025-03-30
SRV-0524,Windows Server 2019,32.67,36.82,4.15,2025-03-30
SRV-0525,Windows Server 2022,36.06,37.02,0.96,2025-03-30
SRV-0526,Windows Server 2016,40.64,45.0,4.36,2025-03-30
SRV-0527,Windows Server 2019,44.18,46.65,2.47,2025-03-30
SRV-0528,Windows Server 2022,45.71,46.24,0.53,2025-03-30
SRV-0529,Windows Server 2019,27.85,30.75,2.9,2025-03-30
SRV-0530,Windows Server 2019,20.14,20.79,0.65,2025-03-30
SRV-0531,Windows Server 2019,45.63,49.72,4.09,2025-03-30
SRV-0532,Windows Server 2022,41.13,42.14,1.01,2025-03-30
SRV-0533,Windows Server 2019,11.05,12.97,1.92,2025-03-30
SRV-0534,Windows Server 2022,7.65,9.23,1.58,2025-03-30
SRV-0535,Windows Server 2022,35.85,38.53,2.68,2025-03-30
SRV-0536,Windows Server 2022,33.66,36.47,2.81,2025-03-30
SRV-0537,Windows Server 2016,32.17,34.45,2.28,2025-03-30
SRV-0538,Windows Server 2019,29.11,32.53,3.42,2025-03-30
SRV-0539,Windows Server 2022,8.84,11.54,2.7,2025-03-30
SRV-0540,Windows Server 2019,25.87,30.02,4.15,2025-03-30
SRV-0541,Windows Server 2019,10.17,12.42,2.25,2025-03-30
SRV-0542,Windows Server 2019,43.54,45.44,1.9,2025-03-30
SRV-0543,Windows Server 2022,48.5,53.41,4.91,2025-03-30
SRV-0544,Windows Server 2019,20.82,24.92,4.1,2025-03-30
SRV-0545,Windows Server 2016,46.28,48.87,2.59,2025-03-30
SRV-0546,Windows Server 2019,26.47,30.85,4.38,2025-03-30
SRV-0547,Windows Server 2019,15.04,18.35,3.31,2025-03-30
SRV-0548,Windows Server 2019,13.98,15.33,1.35,2025-03-30
SRV-0549,Windows Server 2019,34.31,35.52,1.21,2025-03-30
SRV-0550,Windows Server 2022,43.24,45.32,2.08,2025-03-30
SRV-0551,Windows Server 2019,30.07,30.18,0.11,2025-03-30
SRV-0552,Windows Server 2022,25.18,28.46,3.28,2025-03-30
SRV-0553,Windows Server 2022,43.49,47.52,4.03,2025-03-30
SRV-0554,Windows Server 2022,35.37,40.11,4.74,2025-03-30
SRV-0555,Windows Server 2022,5.13,6.75,1.62,2025-03-30
SRV-0556,Windows Server 2019,21.96,24.24,2.28,2025-03-30
SRV-0557,Windows Server 2019,12.68,14.42,1.74,2025-03-30
SRV-0558,Windows Server 2019,44.4,49.06,4.66,2025-03-30
SRV-0559,Windows Server 2016,29.66,34.13,4.47,2025-03-30
SRV-0560,Windows Server 2019,43.64,46.18,2.54,2025-03-30
SRV-0561,Windows Server 2019,49.68,52.5,2.82,2025-03-30
SRV-0562,Windows Server 2019,48.39,48.8,0.41,2025-03-30
SRV-0563,Windows Server 2019,17.49,20.8,3.31,2025-03-30
SRV-0564,Windows Server 2016,13.44,17.09,3.65,2025-03-30
SRV-0565,Windows Server 2019,41.98,43.94,1.96,2025-03-30
SRV-0566,Windows Server 2016,7.37,9.11,1.74,2025-03-30
SRV-0567,Windows Server 2019,16.14,19.25,3.11,2025-03-30
SRV-0568,Windows Server 2019,24.33,26.87,2.54,2025-03-30
SRV-0569,Windows Server 2016,34.21,38.76,4.55,2025-03-30
SRV-0570,Windows Server 2016,43.57,46.86,3.29,2025-03-30
SRV-0571,Windows Server 2022,43.48,44.15,0.67,2025-03-30
SRV-0572,Windows Server 2019,11.07,12.17,1.1,2025-03-30
SRV-0573,Windows Server 2016,33.26,33.92,0.66,2025-03-30
SRV-0574,Windows Server 2019,48.33,49.22,0.89,2025-03-30
SRV-0575,Windows Server 2019,14.98,19.3,4.32,2025-03-30
SRV-0576,Windows Server 2016,24.22,24.46,0.24,2025-03-30
SRV-0577,Windows Server 2022,45.3,47.1,1.8,2025-03-30
SRV-0578,Windows Server 2019,36.34,40.85,4.51,2025-03-30
SRV-0579,Windows Server 2022,25.66,27.05,1.39,2025-03-30
SRV-0580,Windows Server 2022,13.45,14.9,1.45,2025-03-30
SRV-0581,Windows Server 2016,44.06,44.32,0.26,2025-03-30
SRV-0582,Windows Server 2022,21.67,22.94,1.27,2025-03-30
SRV-0583,Windows Server 2019,25.61,28.0,2.39,2025-03-30
SRV-0584,Windows Server 2019,29.51,32.03,2.52,2025-03-30
SRV-0585,Windows Server 2019,25.93,26.82,0.89,2025-03-30
SRV-0586,Windows Server 2019,21.6,25.09,3.49,2025-03-30
SRV-0587,Windows Server 2022,38.46,40.17,1.71,2025-03-30
SRV-0588,Windows Server 2016,42.57,43.8,1.23,2025-03-30
SRV-0589,Windows Server 2022,49.13,52.45,3.32,2025-03-30
SRV-0590,Windows Server 2019,43.23,45.59,2.36,2025-03-30
SRV-0591,Windows Server 2019,20.86,25.66,4.8,2025-03-30
SRV-0592,Windows Server 2016,13.31,15.63,2.32,2025-03-30
SRV-0593,Windows Server 2022,43.9,44.78,0.88,2025-03-30
SRV-0594,Windows Server 2019,5.46,6.58,1.12,2025-03-30
SRV-0595,Windows Server 2019,21.92,24.84,2.92,2025-03-30
SRV-0596,Windows Server 2022,30.24,33.64,3.4,2025-03-30
SRV-0597,Windows Server 2019,44.91,48.96,4.05,2025-03-30
SRV-0598,Windows Server 2016,44.93,47.52,2.59,2025-03-30
SRV-0599,Windows Server 2019,8.27,10.67,2.4,2025-03-30
SRV-0600,Windows Server 2022,10.07,13.47,3.4,2025-03-30
SRV-0601,Windows Server 2019,8.68,9.56,0.88,2025-03-30
SRV-0602,Windows Server 2019,47.28,50.49,3.21,2025-03-30
SRV-0603,Windows Server 2016,23.26,26.57,3.31,2025-03-30
SRV-0604,Windows Server 2019,47.43,50.11,2.68,2025-03-30
SRV-0605,Windows Server 2019,28.2,29.73,1.53,2025-03-30
SRV-0606,Windows Server 2016,32.14,36.68,4.54,2025-03-30
SRV-0607,Windows Server 2022,45.13,45.67,0.54,2025-03-30
SRV-0608,Windows Server 2019,36.07,39.73,3.66,2025-03-30
SRV-0609,Windows Server 2019,32.77,37.58,4.81,2025-03-30
SRV-0610,Windows Server 2019,31.39,33.78,2.39,2025-03-30
SRV-0611,Windows Server 2019,39.18,42.47,3.29,2025-03-30
SRV-0612,Windows Server 2019,49.17,50.82,1.65,2025-03-30
SRV-0613,Windows Server 2022,36.38,37.36,0.98,2025-03-30
SRV-0614,Windows Server 2022,35.83,37.43,1.6,2025-03-30
SRV-0615,Windows Server 2019,34.05,34.89,0.84,2025-03-30
SRV-0616,Windows Server 2019,35.71,39.2,3.49,2025-03-30
SRV-0617,Windows Server 2022,13.14,13.43,0.29,2025-03-30
SRV-0618,Windows Server 2022,49.05,50.86,1.81,2025-03-30
SRV-0619,Windows Server 2019,40.08,43.67,3.59,2025-03-30
SRV-0620,Windows Server 2016,24.84,25.97,1.13,2025-03-30
SRV-0621,Windows Server 2022,18.16,22.34,4.18,2025-03-30
SRV-0622,Windows Server 2022,24.96,28.65,3.69,2025-03-30
SRV-0623,Windows Server 2022,29.64,30.29,0.65,2025-03-30
SRV-0624,Windows Server 2019,28.89,33.24,4.35,2025-03-30
SRV-0625,Windows Server 2019,12.18,15.7,3.52,2025-03-30
SRV-0626,Windows Server 2019,42.94,44.16,1.22,2025-03-30
SRV-0627,Windows Server 2016,38.06,41.62,3.56,2025-03-30
SRV-0628,Windows Server 2019,49.42,52.65,3.23,2025-03-30
SRV-0629,Windows Server 2022,42.12,43.38,1.26,2025-03-30
SRV-0630,Windows Server 2019,45.84,48.29,2.45,2025-03-30
SRV-0631,Windows Server 2022,43.52,48.25,4.73,2025-03-30
SRV-0632,Windows Server 2019,45.77,48.22,2.45,2025-03-30
SRV-0633,Windows Server 2019,7.6,8.15,0.55,2025-03-30
SRV-0634,Windows Server 2019,44.91,46.25,1.34,2025-03-30
SRV-0635,Windows Server 2016,44.01,46.78,2.77,2025-03-30
SRV-0636,Windows Server 2019,10.13,13.05,2.92,2025-03-30
SRV-0637,Windows Server 2016,38.32,40.04,1.72,2025-03-30
SRV-0638,Windows Server 2022,26.25,29.82,3.57,2025-03-30
SRV-0639,Windows Server 2019,42.52,43.05,0.53,2025-03-30
SRV-0640,Windows Server 2022,35.01,38.1,3.09,2025-03-30
SRV-0641,Windows Server 2022,15.03,17.32,2.29,2025-03-30
SRV-0642,Windows Server 2019,20.9,22.27,1.37,2025-03-30
SRV-0643,Windows Server 2022,19.66,22.39,2.73,2025-03-30
SRV-0644,Windows Server 2016,19.84,23.71,3.87,2025-03-30
SRV-0645,Windows Server 2016,18.35,19.61,1.26,2025-03-30
SRV-0646,Windows Server 2019,24.14,27.88,3.74,2025-03-30
SRV-0647,Windows Server 2019,14.01,18.26,4.25,2025-03-30
SRV-0648,Windows Server 2019,31.08,35.16,4.08,2025-03-30
SRV-0649,Windows Server 2016,22.1,24.78,2.68,2025-03-30
